0,5.53895e+23,1.20309e+24
1,8.62057e+23,1.19508e+24
2,9.38335e+23,1.20281e+24
3,9.81425e+23,1.20805e+24
4,9.91816e+23,1.20413e+24
5,1.00773e+24,1.2076e+24
6,9.78318e+23,1.20413e+24
7,9.1215e+23,1.19501e+24
8,9.2962e+23,1.19989e+24
9,9.63515e+23,1.20281e+24
10,1.03449e+24,1.20442e+24
11,1.00089e+24,1.2046e+24
12,9.7237e+23,1.2045e+24
13,9.294e+23,1.20567e+24
14,9.28014e+23,1.20288e+24
15,8.82017e+23,1.2078e+24
16,9.76097e+23,1.2078e+24
17,1.01227e+24,1.19853e+24
18,1.04718e+24,1.2077e+24
19,1.01182e+24,1.2078e+24
20,1.02692e+24,1.19913e+24
21,9.69845e+23,1.20298e+24
22,8.76499e+23,1.20298e+24
23,9.53732e+23,1.20771e+24
24,9.59962e+23,1.20763e+24
25,9.46331e+23,1.20771e+24
26,9.12286e+23,1.20771e+24
27,8.83946e+23,1.20549e+24
28,1.01419e+24,1.2055e+24
29,9.72581e+23,1.20785e+24
30,9.76283e+23,1.19916e+24
31,9.46543e+23,1.19821e+24
32,9.32152e+23,1.20723e+24
33,9.44849e+23,1.20428e+24
34,9.20984e+23,1.20428e+24
35,8.77311e+23,1.20395e+24
36,9.06937e+23,1.20159e+24
37,9.54559e+23,1.18897e+24
38,9.12594e+23,1.18904e+24
39,8.81391e+23,1.18904e+24
